create_time,start_time,cards,gpu_time,duration_time
3221897,3221900,1,72539,72539
2217301,2217379,4,709612,177403
2910111,2910158,6,1071480,178580
3039729,3039734,2,73338,36669
2996802,2996865,6,49236,8206
479056,479150,1,123773,123773
147450,147483,4,4870592,1217648
3009895,3009937,4,602916,150729
2879801,2879868,2,71114,35557
2168052,2168145,1,155219,155219
1259495,1259547,1,1128375,1128375
2598298,2598309,1,65643,65643
3542727,3542751,1,95758,95758
236239,236306,2,89824,44912
2375189,2375272,1,46157,46157
2938698,2938782,2,43508,21754
1766189,1766252,2,206768,103384
1992397,1992427,1,53274,53274
3124251,3124279,1,152429,152429
565699,565717,1,35205,35205
2272803,2272867,1,90092,90092
2326797,2326866,2,232816,116408
3082727,3082774,1,25635,25635
3103194,3103240,4,108288,27072
3411535,3411581,2,323728,161864
3817081,3817109,1,18651,18651
2605585,2605678,1,79664,79664
1364492,1364565,1,10816,10816
2354615,2354638,2,320536,160268
209403,209480,2,182410,91205
127936,127971,1,100177,100177
788446,788527,2,295868,147934
1841201,1841283,1,90830,90830
3845676,3845764,4,593240,148310
1587917,1587981,4,326812,81703
1788064,1788153,1,84641,84641
3641730,3641757,6,1014666,169111
1473856,1473904,2,502106,251053
2510155,2510199,4,301768,75442
3777926,3778010,4,694576,173644
3265807,3265815,1,76264,76264
1851420,1851448,1,22981,22981
3448645,3448697,4,716856,179214
2002738,2002820,1,139835,139835
3838827,3838912,2,118582,59291
3277704,3277800,2,120590,60295
129120,129172,1,19930,19930
829183,829219,2,206854,103427
3534344,3534400,1,49811,49811
2539542,2539614,2,197214,98607
1967273,1967301,2,199436,99718
1732054,1732056,1,109773,109773
2018604,2018686,1,6877,6877
515853,515862,6,4932678,822113
1169729,1169820,8,217496,27187
3192564,3192644,1,111578,111578
1310872,1310930,1,56949,56949
3391463,3391506,1,34786,34786
1679856,1679925,6,323430,53905
1389781,1389786,1,73865,73865
3354139,3354158,1,76577,76577
2182220,2182290,8,5857808,732226
3766727,3766769,1,473053,473053
659026,659090,2,2404580,1202290
70218,70313,1,134017,134017
1189971,1189982,2,2503726,1251863
2430731,2430786,1,20273,20273
1497449,1497495,1,119938,119938
955904,955937,1,121147,121147
923123,923145,2,24886,12443
3129378,3129429,2,256214,128107
3238315,3238333,1,25710,25710
1827262,1827337,2,1839356,919678
1873369,1873455,2,200800,100400
1653328,1653333,1,100908,100908
974526,974560,1,57375,57375
627117,627147,1,28561,28561
2526504,2526576,1,128062,128062
3640840,3640863,1,767285,767285
3130895,3130901,2,66950,33475
2512421,2512483,2,101280,50640
232070,232118,4,2272740,568185
3722188,3722191,4,233080,58270
3601246,3601322,4,698104,174526
2414882,2414906,2,166092,83046
2984233,2984261,1,74909,74909
2032958,2033009,2,34782,17391
1527346,1527421,1,111471,111471
2509915,2510009,4,54244,13561
749579,749595,1,49622,49622
306653,306733,1,9601,9601
844231,844330,2,294242,147121
3881323,3881397,4,203880,50970
2444369,2444395,1,27532,27532
35970,36058,1,30507,30507
2952212,2952275,1,114925,114925
2836397,2836455,4,659068,164767
177413,177430,1,219003,219003
1349218,1349234,1,131020,131020
545778,545829,1,115516,115516
407524,407622,2,45600,22800
2424989,2425082,1,98975,98975
2121033,2121078,1,35167,35167
3125050,3125055,1,86343,86343
1325984,1326022,1,75811,75811
1677861,1677940,1,38697,38697
403437,403501,2,96594,48297
2736058,2736076,1,103333,103333
879705,879708,2,212384,106192
1467365,1467436,2,1655688,827844
2611877,2611913,4,595180,148795
1562259,1562351,6,842304,140384
3393854,3393874,2,148624,74312
3163946,3164003,1,80747,80747
2623403,2623426,1,30067,30067
2171492,2171537,2,65168,32584
1288191,1288224,1,134441,134441
1372554,1372639,1,124410,124410
3865802,3865874,4,97344,24336
3092587,3092622,2,247942,123971
843199,843253,6,60636,10106
2465980,2466060,2,139508,69754
3003117,3003144,6,38244,6374
2388739,2388807,2,115052,57526
1493710,1493716,1,76810,76810
2299553,2299624,6,635328,105888
841663,841727,1,46004,46004
647695,647755,1,66673,66673
2810767,2810827,8,2001176,250147
1327757,1327787,4,56756,14189
1843397,1843482,4,302856,75714
3795055,3795096,1,142480,142480
2903435,2903492,1,138698,138698
3706928,3707027,1,105914,105914
1137872,1137890,1,101336,101336
3076460,3076528,1,6270,6270
2685144,2685242,1,41759,41759
2516397,2516495,1,85569,85569
2241311,2241401,2,60490,30245
1815359,1815435,1,137500,137500
696525,696529,6,1190820,198470
1831538,1831601,6,614478,102413
787182,787259,1,23476,23476
2116395,2116416,1,136491,136491
1134841,1134846,1,1178589,1178589
2321829,2321869,1,26238,26238
159091,159107,4,1646900,411725
1362846,1362927,4,521816,130454
620675,620678,6,119490,19915
3567834,3567865,1,41612,41612
1347837,1347908,1,142017,142017
1915560,1915582,2,65736,32868
3361965,3362032,1,84356,84356
2534803,2534822,1,103257,103257
1957141,1957197,1,16192,16192
857734,857747,1,23858,23858
3183465,3183540,1,39990,39990
2564180,2564184,2,154316,77158
405043,405053,1,49384,49384
1894796,1894861,2,304978,152489
66506,66602,2,177240,88620
130870,130873,6,1207584,201264
3700661,3700686,2,147364,73682
1012837,1012855,2,120624,60312
2501816,2501840,1,24483,24483
129127,129142,6,761388,126898
939703,939732,8,1582776,197847
3429995,3430058,4,100244,25061
502879,502931,1,139020,139020
2921465,2921513,1,126171,126171
391044,391078,1,62064,62064
3705445,3705525,2,23302,11651
903062,903109,4,177632,44408
3147961,3148059,1,87825,87825
2075197,2075292,2,2319708,1159854
2049922,2050010,1,74479,74479
1472946,1472949,1,128047,128047
2995861,2995865,1,70888,70888
3198017,3198031,4,32536,8134
2896883,2896955,2,129732,64866
1158220,1158276,2,237076,118538
910760,910841,1,29856,29856
823551,823583,1,98783,98783
3582009,3582078,6,629742,104957
3679903,3679921,1,39275,39275
2427385,2427465,2,1542338,771169
1004904,1004964,1,48934,48934
480300,480324,1,138963,138963
2646635,2646730,2,313850,156925
3766078,3766145,6,1058166,176361
692078,692147,2,269952,134976
3078888,3078984,4,186028,46507
2076133,2076134,2,120454,60227
2364607,2364702,1,136510,136510
52341,52403,1,143793,143793
1798975,1799024,6,926526,154421
2999694,2999778,1,20069,20069
313791,313832,2,316572,158286
651825,651852,1,53152,53152
687571,687650,2,993450,496725
1196931,1196954,1,48055,48055
972808,972828,2,210258,105129
2118520,2118587,4,74468,18617
1611114,1611201,8,1064416,133052
884669,884705,1,104768,104768
948445,948452,1,87655,87655
370447,370498,1,46957,46957
2828014,2828094,1,55390,55390
2609294,2609333,1,132225,132225
1813546,1813612,2,228884,114442
646959,647036,4,255364,63841
2092648,2092658,1,463773,463773
733989,734022,2,182436,91218
24738,24819,6,4012278,668713
2090332,2090374,1,89427,89427
1111264,1111342,1,36333,36333
319177,319183,8,1359224,169903
1383401,1383470,1,105110,105110
2926753,2926783,1,107039,107039
2189240,2189268,4,296052,74013
1451917,1451952,1,74505,74505
405836,405924,1,97589,97589
1699797,1699817,4,534536,133634
1947030,1947050,2,112110,56055
1291320,1291360,1,129197,129197
2353578,2353606,1,63837,63837
1925293,1925315,4,180132,45033
1470738,1470768,1,62055,62055
51100,51112,1,84266,84266
769457,769476,2,137262,68631
3604686,3604727,1,57434,57434
80409,80483,6,24450,4075
3166612,3166687,1,908751,908751
727027,727105,1,40222,40222
2996460,2996512,2,196038,98019
1529680,1529733,1,66214,66214
3102361,3102447,6,218856,36476
2917222,2917246,1,60491,60491
2400574,2400610,6,389496,64916
937309,937387,1,128663,128663
3792591,3792687,4,661420,165355
316413,316480,4,627580,156895
1334802,1334875,2,86492,43246
2886955,2886998,4,447392,111848
1948256,1948264,2,42618,21309
165013,165078,2,88270,44135
2646512,2646520,1,384727,384727
1569639,1569696,4,230836,57709
1909815,1909913,1,34386,34386
2621388,2621437,1,32792,32792
278967,279012,1,5136,5136
3719513,3719578,1,107815,107815
1372448,1372475,1,110781,110781
682009,682044,2,188092,94046
3721270,3721332,4,303476,75869
59348,59443,1,11316,11316
2540462,2540531,1,96442,96442
1978939,1979005,6,444648,74108
3359251,3359314,1,35683,35683
447862,447931,1,54450,54450
2196663,2196740,2,293482,146741
961191,961244,4,501300,125325
175957,176037,6,97572,16262
2581929,2581986,1,928573,928573
1730027,1730082,2,262750,131375
3568651,3568714,1,31588,31588
2485011,2485084,1,130240,130240
2168903,2168936,4,584448,146112
3689048,3689135,1,142749,142749
2288830,2288848,1,6432,6432
2443754,2443812,1,584369,584369
3720631,3720688,1,121797,121797
382070,382080,2,141704,70852
1253723,1253760,2,78190,39095
1751183,1751238,6,757014,126169
2156147,2156161,1,129326,129326
1918891,1918898,1,847742,847742
2477561,2477607,1,65500,65500
2453177,2453186,1,132358,132358
1069607,1069613,6,752826,125471
1304208,1304271,1,959951,959951
201423,201492,1,63475,63475
2474288,2474363,2,94932,47466
590893,590906,2,42546,21273
3686596,3686673,1,22737,22737
2358547,2358634,2,177014,88507
3650660,3650750,1,101209,101209
1445660,1445701,1,28621,28621
3056663,3056680,1,57984,57984
1174540,1174575,1,1079146,1079146
2215581,2215601,1,4505,4505
1622914,1623006,1,78932,78932
488558,488594,1,17257,17257
3845387,3845459,2,204794,102397
1603235,1603239,4,399196,99799
3573885,3573930,4,458632,114658
158910,158975,1,76505,76505
820299,820349,2,242740,121370
1856614,1856699,1,43733,43733
3511007,3511021,1,13341,13341
2871088,2871102,1,88195,88195
1154738,1154795,1,68376,68376
1240118,1240217,2,37234,18617
2173977,2174029,1,103765,103765
1402090,1402157,1,83676,83676
157080,157149,1,119793,119793
1116612,1116638,4,687776,171944
1964437,1964533,1,598251,598251
673388,673455,1,121368,121368
2921020,2921027,1,67024,67024
1679822,1679903,1,25368,25368
3575280,3575288,1,72902,72902
989900,989966,1,111961,111961
1754886,1754909,2,247010,123505
562370,562373,1,1063768,1063768
3456372,3456396,4,717980,179495
3232867,3232933,2,144208,72104
1010047,1010081,8,753888,94236
2996728,2996789,1,51643,51643
3076997,3077001,1,48151,48151
3479926,3480016,2,220152,110076
3026091,3026120,1,78839,78839
2291571,2291574,1,81936,81936
2522004,2522031,1,19420,19420
1283385,1283411,1,117056,117056
1938902,1938947,4,440716,110179
2460778,2460863,2,1245320,622660
3168711,3168770,1,28026,28026
3540926,3540981,4,611436,152859
235812,235816,1,90667,90667
613984,614075,6,713886,118981
2517960,2518049,2,304038,152019
2411064,2411107,6,4761936,793656
616075,616084,4,660796,165199
3418953,3419015,4,285044,71261
3230571,3230624,1,134557,134557
2416642,2416645,1,101983,101983
2825874,2825881,1,89443,89443
1038380,1038442,1,23860,23860
972760,972787,4,693844,173461
759172,759186,2,154628,77314
1689062,1689079,1,50703,50703
1472245,1472270,4,50716,12679
1148735,1148740,1,728280,728280
2172734,2172768,1,71230,71230
3544995,3545007,1,28059,28059
1864045,1864056,1,44198,44198
2334818,2334877,1,125013,125013
1046701,1046770,2,266864,133432
2520699,2520707,1,48081,48081
3239198,3239247,2,181736,90868
3063829,3063847,1,60696,60696
1898692,1898765,1,5456,5456
476501,476599,1,123772,123772
1847067,1847117,1,49934,49934
1317800,1317855,8,1732984,216623
2797685,2797734,1,125418,125418
851873,851924,4,92152,23038
3775437,3775531,2,2448852,1224426
1650827,1650912,6,711396,118566
1738038,1738106,6,588912,98152
551969,552067,4,455840,113960
1417617,1417703,2,157302,78651
1785404,1785463,6,856548,142758
1183776,1183857,1,157829,157829
999561,999570,1,81611,81611
3167623,3167678,4,643256,160814
2228128,2228177,1,60611,60611
785708,785768,8,1113856,139232
1766429,1766462,2,10296,5148
3181165,3181215,1,92383,92383
3597037,3597096,4,654908,163727
2088013,2088020,4,723524,180881
178748,178801,2,258856,129428
108554,108609,8,1363752,170469
1516250,1516331,2,178350,89175
2565933,2565961,2,11238,5619
285187,285252,1,15497,15497
953785,953797,1,11825,11825
2031507,2031573,4,317700,79425
3303527,3303540,1,96771,96771
3884286,3884298,1,108813,108813
3822717,3822778,1,533194,533194
3377311,3377324,2,54658,27329
3352743,3352758,1,87387,87387
1127831,1127869,1,598598,598598
3302878,3302923,1,8721,8721
340285,340310,1,60786,60786
2961507,2961564,1,715952,715952
2272627,2272709,1,94938,94938
999964,1000010,1,97371,97371
3201094,3201142,1,104349,104349
3282751,3282824,1,88480,88480
2637508,2637519,2,136186,68093
3786033,3786046,4,283848,70962
931794,931804,2,255788,127894
1608320,1608322,1,126398,126398
1728328,1728390,1,73446,73446
1113483,1113519,1,17777,17777
170263,170353,1,1283067,1283067
1878359,1878381,4,98284,24571
2509491,2509515,1,124899,124899
2254050,2254085,1,92903,92903
3696200,3696223,2,253822,126911
2955458,2955537,2,240400,120200
667565,667600,2,52376,26188
2228438,2228475,1,45438,45438
1320238,1320323,2,96862,48431
3688170,3688221,4,3131840,782960
282900,282988,1,577284,577284
3252374,3252441,1,114886,114886
1129811,1129861,2,141182,70591
2606950,2607048,2,9238,4619
33013,33053,4,688212,172053
2166385,2166459,6,843900,140650
2839288,2839382,1,15879,15879
1828672,1828742,2,79776,39888
2225624,2225669,4,418240,104560
2302699,2302760,1,57792,57792
952011,952027,2,248004,124002
2954064,2954096,2,131950,65975
2836328,2836382,1,24802,24802
2215222,2215262,4,84148,21037
930890,930910,1,55451,55451
2915907,2915916,1,38019,38019
2501558,2501607,2,92894,46447
2712592,2712663,2,45434,22717
2083466,2083523,1,125458,125458
464849,464903,8,1888352,236044
3785672,3785704,1,7630,7630
2270759,2270844,1,27057,27057
3444334,3444359,1,73506,73506
2457438,2457524,2,97786,48893
548410,548486,1,44638,44638
1584349,1584379,1,25786,25786
3311203,3311230,2,216008,108004
1608340,1608426,1,87502,87502
1529159,1529164,2,57608,28804
1136566,1136659,1,31205,31205
215460,215490,1,44753,44753
906452,906469,1,8900,8900
3688622,3688715,8,85160,10645
3690117,3690208,1,125529,125529
1341186,1341189,1,63172,63172
2913263,2913297,1,93362,93362
3648643,3648659,2,256928,128464
916546,916608,6,1246122,207687
2931480,2931558,1,15225,15225
3239,3277,2,261828,130914
3749346,3749395,1,74655,74655
3853972,3854068,1,1169989,1169989
1097435,1097532,1,119891,119891
3576325,3576335,8,292632,36579
2636365,2636407,1,82298,82298
1549597,1549598,4,311192,77798
1272181,1272266,2,119200,59600
336757,336805,2,141412,70706
1032637,1032728,1,56805,56805
2884407,2884443,1,137211,137211
2788514,2788570,1,81218,81218
3374038,3374118,2,152448,76224
1481290,1481295,6,334038,55673
1661372,1661402,1,120286,120286
3677060,3677124,2,55304,27652
1754240,1754268,2,942546,471273
1385126,1385189,6,1063722,177287
3737063,3737156,2,270490,135245
2897548,2897577,4,355428,88857
3134125,3134152,1,86163,86163
1850932,1851026,1,136531,136531
509961,510007,2,92288,46144
2113360,2113367,1,136074,136074
713870,713949,4,503220,125805
140482,140580,1,130745,130745
1618745,1618828,1,134792,134792
2704178,2704250,1,96289,96289
1593843,1593921,4,348288,87072
2262640,2262654,6,730308,121718
294070,294107,6,782652,130442
1560356,1560415,1,71720,71720
2194819,2194887,8,717664,89708
1559245,1559318,2,205314,102657
3584700,3584794,1,63426,63426
3595314,3595395,1,106891,106891
2797340,2797377,4,136440,34110
2045227,2045231,6,1114422,185737
1791587,1791619,1,103347,103347
2707952,2708019,1,68116,68116
3319337,3319364,1,71291,71291
1617358,1617432,1,28997,28997
2010756,2010845,1,22889,22889
2427074,2427123,2,286514,143257
3136406,3136427,1,47363,47363
2324516,2324610,4,223532,55883
2725318,2725413,2,40520,20260
3282613,3282675,1,51137,51137
58269,58272,4,204016,51004
2208092,2208153,4,312008,78002
3169662,3169704,2,248990,124495
2871217,2871311,1,26678,26678
2402826,2402899,2,211612,105806
2255490,2255542,1,124208,124208
2868415,2868490,2,313804,156902
537958,537967,2,18974,9487
383852,383861,4,1080888,270222
3567719,3567773,6,69774,11629
526402,526470,4,90964,22741
2798974,2798983,4,4832656,1208164
3691738,3691774,1,18757,18757
1440749,1440815,4,708900,177225
2505241,2505308,8,3823608,477951
3487745,3487801,1,76439,76439
870545,870578,2,71018,35509
1468285,1468308,1,877677,877677
1856076,1856095,1,17906,17906
147226,147253,1,96414,96414
1228854,1228902,1,142511,142511
286592,286609,2,2122266,1061133
1395124,1395129,1,534597,534597
1738422,1738428,4,600012,150003
2556083,2556132,1,59968,59968
1533846,1533941,1,1241856,1241856
3210609,3210702,1,116688,116688
884493,884564,2,339818,169909
3265392,3265400,1,95647,95647
3642025,3642040,4,105256,26314
2395921,2395931,2,215008,107504
902311,902360,2,67344,33672
663450,663466,2,139042,69521
803358,803407,2,2142826,1071413
227838,227865,1,29143,29143
3078831,3078918,4,406636,101659
1464790,1464815,1,97076,97076
1887336,1887428,1,28536,28536
1067426,1067524,2,46966,23483
471102,471124,4,423832,105958
193077,193133,2,158024,79012
1437164,1437171,1,51315,51315
190288,190327,1,110396,110396
2940640,2940693,1,55586,55586
934842,934868,1,69312,69312
3142513,3142578,6,1164948,194158
722033,722065,1,98106,98106
2543784,2543862,1,106085,106085
3402941,3402992,6,585102,97517
2714788,2714860,2,12640,6320
1520617,1520660,4,233760,58440
425060,425095,2,210114,105057
342949,342994,1,107849,107849
3833835,3833849,1,134251,134251
3786328,3786405,1,60532,60532
828872,828925,1,38689,38689
70072,70110,4,113632,28408
1236083,1236149,2,171438,85719
2508834,2508891,1,28347,28347
290028,290081,1,85306,85306
796700,796788,2,305688,152844
1605404,1605461,4,561956,140489
162849,162928,6,860832,143472
2006749,2006761,1,711043,711043
3436806,3436827,1,1056833,1056833
3575256,3575348,2,1694886,847443
2867112,2867137,2,238900,119450
2086085,2086115,8,1574064,196758
2520135,2520143,1,87351,87351
766165,766173,2,192436,96218
777407,777447,1,84548,84548
2953341,2953342,2,130940,65470
699579,699584,1,77711,77711
1829219,1829243,1,10781,10781
1949227,1949246,2,175792,87896
1125692,1125745,1,90566,90566
273499,273537,2,146122,73061
1836983,1837061,1,49190,49190
2678785,2678882,4,716676,179169
2672997,2673025,2,97998,48999
2175609,2175621,1,65009,65009
1517052,1517112,1,110315,110315
395251,395260,4,201348,50337
3761308,3761404,1,55155,55155
713946,713986,1,34856,34856
764597,764632,1,66687,66687
447136,447167,1,29471,29471
3106721,3106761,1,143387,143387
3393182,3393263,1,61683,61683
1045915,1045945,1,44069,44069
1315526,1315551,1,69346,69346
1682095,1682158,2,105478,52739
2041918,2042003,1,131115,131115
256726,256797,1,10884,10884
3729300,3729335,1,61358,61358
2441194,2441287,2,139278,69639
568042,568074,4,502036,125509
1418037,1418081,1,46062,46062
1823438,1823458,2,227424,113712
2615506,2615528,4,3978284,994571
1263170,1263215,4,611104,152776
3723473,3723561,2,254746,127373
2988264,2988335,1,116237,116237
788943,788949,1,126228,126228
2360168,2360170,1,143291,143291
852959,853058,2,112624,56312
3576649,3576732,2,125978,62989
2446060,2446103,1,37104,37104
2174011,2174050,1,66389,66389
3840861,3840925,1,30414,30414
132376,132460,1,122534,122534
3829261,3829330,2,204144,102072
3387016,3387053,1,4178,4178
2696269,2696330,2,122736,61368
3872598,3872629,2,210872,105436
3655167,3655250,1,101316,101316
3267612,3267666,1,52156,52156
187702,187707,6,869472,144912
1302111,1302153,4,574924,143731
669368,669370,4,380500,95125
2499891,2499897,2,236578,118289
3437803,3437808,1,38492,38492
277622,277715,6,1242804,207134
1876515,1876598,6,1222998,203833
3600827,3600833,1,40927,40927
3467985,3468009,1,614744,614744
3272043,3272068,2,979196,489598
360042,360121,2,75840,37920
3489785,3489837,1,61326,61326
2211310,2211316,1,75500,75500
3434774,3434778,1,133546,133546
1571199,1571285,1,28041,28041
113841,113868,4,160288,40072
551191,551198,2,1410864,705432
1278900,1278989,1,36703,36703
2154488,2154549,1,136712,136712
697809,697884,2,224556,112278
2963192,2963194,2,290372,145186
2314416,2314498,2,206108,103054
940754,940756,2,25414,12707
2832363,2832375,1,62710,62710
3588045,3588109,1,142917,142917
218348,218355,1,123961,123961
2323198,2323248,1,86970,86970
690884,690945,1,8527,8527
2564805,2564900,1,137833,137833
580389,580414,1,82538,82538
3248086,3248104,2,68666,34333
1649339,1649428,1,140134,140134
3773097,3773116,1,58441,58441
1487605,1487611,1,140384,140384
3633874,3633954,2,1769320,884660
1331340,1331434,2,245834,122917
2252308,2252385,1,134101,134101
3680557,3680605,2,248408,124204
3156353,3156414,6,671472,111912
1318947,1319013,4,3508468,877117
766155,766222,1,62581,62581
2979005,2979021,1,142064,142064
3489165,3489211,1,94673,94673
2012641,2012708,1,30738,30738
1636652,1636687,1,110037,110037
2154867,2154886,2,14712,7356
2794701,2794756,2,40416,20208
1584424,1584494,1,75436,75436
1713886,1713970,8,1168280,146035
1734066,1734093,1,6093,6093
634413,634473,1,25971,25971
3579062,3579097,2,980592,490296
2753937,2754024,1,55553,55553
2174521,2174590,2,162064,81032
694737,694814,1,126850,126850
1650356,1650409,6,883230,147205
1912439,1912456,1,37444,37444
3117213,3117290,1,23179,23179
1594805,1594894,1,28295,28295
3373089,3373151,2,268094,134047
970061,970066,1,90183,90183
455627,455686,1,59253,59253
988476,988501,4,703280,175820
2521187,2521248,2,283174,141587
2814022,2814071,1,20284,20284
1292503,1292529,1,24353,24353
1710642,1710691,4,274256,68564
778793,778832,1,29152,29152
2861714,2861783,1,5818,5818
1006339,1006437,1,134851,134851
3591141,3591164,4,25100,6275
3556646,3556688,2,312284,156142
3172914,3172930,2,193870,96935
3060058,3060139,1,129416,129416
674445,674494,1,52999,52999
3370920,3370988,1,384793,384793
892092,892176,1,154345,154345
388314,388370,1,87918,87918
3763769,3763865,8,262528,32816
3336341,3336346,1,89542,89542
2761166,2761259,1,95056,95056
2339663,2339703,4,483796,120949
3332703,3332723,1,107772,107772
2695348,2695401,1,131427,131427
3264353,3264445,1,32443,32443
834432,834477,4,395928,98982
2441608,2441706,1,5361,5361
3714855,3714895,1,26421,26421
2794546,2794621,1,15434,15434
1647338,1647434,1,115250,115250
1591031,1591121,4,594724,148681
471626,471659,1,95634,95634
2290461,2290468,1,45566,45566
2996187,2996274,2,1327036,663518
975928,975931,1,28074,28074
969972,970060,4,406256,101564
2644646,2644685,1,124133,124133
3605901,3605909,1,93735,93735
2915302,2915313,2,184416,92208
3145723,3145756,2,97036,48518
406315,406383,1,30651,30651
3400305,3400351,1,44444,44444
670048,670145,2,575752,287876
1472260,1472341,1,603584,603584
187581,187643,1,93083,93083
1242608,1242673,4,472988,118247
1327083,1327134,1,37730,37730
896674,896706,1,46274,46274
3684106,3684117,2,296170,148085
2076666,2076734,1,88507,88507
182499,182526,2,51418,25709
2849494,2849556,1,82317,82317
3045731,3045760,4,623616,155904
3039476,3039515,2,143010,71505
647203,647250,4,640088,160022
3329995,3330085,4,662796,165699
1475637,1475719,2,2175266,1087633
3850735,3850788,2,33436,16718
2125331,2125429,2,177484,88742
2212196,2212215,1,18072,18072
1269402,1269406,6,1237416,206236
368196,368245,4,504052,126013
20830,20834,4,381192,95298
2640090,2640138,1,101775,101775
3577964,3577974,1,110207,110207
436121,436209,6,302568,50428
3105274,3105324,4,180844,45211
443591,443622,4,405216,101304
3240285,3240305,1,122280,122280
3244648,3244719,1,40496,40496
108179,108211,4,527780,131945
3647817,3647848,1,34044,34044
1747431,1747507,1,81924,81924
185037,185098,1,8146,8146
941078,941086,4,130772,32693
1709864,1709868,1,11236,11236
2914661,2914675,4,282720,70680
366467,366471,1,49137,49137
584488,584492,1,72891,72891
1923448,1923536,2,129040,64520
2591295,2591329,1,203476,203476
3000091,3000100,2,140388,70194
1536162,1536173,2,143580,71790
3066208,3066253,2,213698,106849
429139,429147,4,180524,45131
562597,562681,2,233952,116976
797795,797889,1,74143,74143
2766428,2766514,1,56986,56986
3071092,3071176,1,137335,137335
2698089,2698150,2,128040,64020
3652154,3652212,4,1987528,496882
1335195,1335257,1,140669,140669
3687561,3687592,8,9011072,1126384
2840132,2840218,1,10004,10004
2970309,2970336,1,105334,105334
3816623,3816686,2,129750,64875
3697225,3697293,1,17496,17496
2183929,2184026,1,85467,85467
304936,305010,2,169696,84848
3031282,3031377,6,1119900,186650
3361038,3361083,1,1010039,1010039
2459712,2459794,1,79144,79144
3886745,3886773,2,2254720,1127360
1939452,1939479,1,127646,127646
3083390,3083482,6,86580,14430
1310505,1310513,1,54651,54651
550499,550573,4,225148,56287
2721896,2721899,1,34871,34871
3169923,3169975,2,103806,51903
2383615,2383698,1,95531,95531
177171,177196,1,260446,260446
849185,849213,4,541932,135483
95914,95987,1,128664,128664
2686920,2686929,1,76012,76012
1747790,1747807,1,140197,140197
1975345,1975405,6,615228,102538
1990232,1990252,1,112310,112310
630723,630746,2,238186,119093
2585712,2585747,1,126030,126030
2677943,2678028,1,89250,89250
838008,838056,1,101355,101355
2052836,2052840,2,293742,146871
3144335,3144393,1,129759,129759
756493,756591,2,190308,95154
1514238,1514243,2,153108,76554
126259,126295,1,97536,97536
1526338,1526432,1,91229,91229
757650,757701,1,97782,97782
1867753,1867844,1,141369,141369
3229174,3229239,2,104890,52445
1034823,1034827,1,40616,40616
370447,370509,1,134064,134064
3742074,3742086,6,556836,92806
71268,71286,1,9121,9121
2707883,2707890,2,1704766,852383
934385,934444,1,133495,133495
2353479,2353502,6,1173000,195500
507866,507941,4,689004,172251
3267877,3267936,1,66422,66422
952987,953080,2,2057806,1028903
365630,365706,2,52844,26422
3571293,3571294,1,610238,610238
56018,56035,1,92896,92896
2189448,2189466,1,122517,122517
3857458,3857469,2,269430,134715
2440034,2440057,6,1038594,173099
3827129,3827181,4,538684,134671
3193691,3193713,4,377312,94328
2820434,2820512,1,13141,13141
2735160,2735200,6,1256988,209498
977959,977997,1,112813,112813
2374840,2374857,6,346350,57725
2560170,2560180,1,38306,38306
178186,178192,1,17619,17619
3683581,3683632,1,76114,76114
801943,801977,1,128633,128633
2816865,2816901,2,57688,28844
829580,829585,4,103084,25771
1431151,1431220,2,175442,87721
2466199,2466216,2,282640,141320
1148886,1148940,1,31053,31053
2992918,2992970,4,2914076,728519
2660822,2660826,2,198308,99154
470805,470868,1,31092,31092
562598,562684,2,263778,131889
3612664,3612730,1,73372,73372
999240,999295,1,114391,114391
976692,976704,6,1032234,172039
907899,907946,1,108182,108182
1269011,1269101,1,102870,102870
2503642,2503722,2,261064,130532
3311394,3311475,1,112778,112778
3125719,3125816,2,135942,67971
2471088,2471100,1,96787,96787
1253270,1253273,1,12513,12513
2880038,2880066,1,120114,120114
1669701,1669760,1,65575,65575
1139000,1139019,1,7550,7550
1615398,1615423,6,76122,12687
137801,137887,1,1174264,1174264
3103,3168,2,75148,37574
2047863,2047867,6,1232982,205497
553520,553594,1,94855,94855
2214528,2214550,2,1108648,554324
1973910,1973988,4,232512,58128
3661767,3661859,1,107825,107825
1948383,1948440,2,269220,134610
387293,387354,1,71324,71324
3104715,3104797,1,68235,68235
2881925,2882010,1,56486,56486
1350628,1350716,2,155056,77528
2016244,2016250,1,86220,86220
3328393,3328476,1,29250,29250
1567811,1567829,2,38982,19491
436116,436189,6,159384,26564
2795376,2795411,6,229128,38188
204773,204832,1,40134,40134
1342187,1342215,2,212392,106196
525645,525692,1,70805,70805
415628,415657,2,209774,104887
536801,536897,2,215620,107810
1095117,1095174,1,71291,71291
1637500,1637580,2,212652,106326
2678289,2678320,6,810738,135123
29253,29322,4,196032,49008
2344448,2344507,2,112632,56316
3495749,3495781,2,1260270,630135
3393345,3393346,1,80788,80788
1321592,1321657,2,44848,22424
3053429,3053500,2,43762,21881
1984325,1984360,1,80997,80997
1244241,1244242,1,103325,103325
318679,318763,1,100847,100847
3608443,3608525,4,339644,84911
2082988,2083006,1,66449,66449
900860,900895,1,55663,55663
2629866,2629883,6,211380,35230
3037256,3037292,4,175412,43853
1265139,1265194,1,37210,37210
1409228,1409251,4,662956,165739
2212571,2212630,2,263974,131987
515740,515763,8,363288,45411
3876872,3876964,1,47239,47239
