create_time,start_time,cards,gpu_time,duration_time,migration_cost,pre_queue_time
7957,0,2,3026,1513,1105,0
7972,0,1,206,206,32,0
7973,0,1,673,673,87,0
7986,0,2,2238,1119,515,0
7986,0,4,11828,2957,1331,0
7988,0,1,908,908,371,0
7991,0,8,63664,8580,5873,0
8003,0,2,2278,1139,832,0
8020,0,1,137,137,80,0
8023,0,1,102,102,67,0
8025,0,8,78184,7972,3311,0
8049,0,1,981,981,513,0
8074,0,1,636,636,144,0
8074,0,8,58432,9399,6844,0
8087,0,2,2824,1412,491,0
8110,0,2,2274,1137,458,0
8119,0,1,503,503,111,0
8138,0,1,591,591,360,0
8142,0,1,495,495,297,0
8144,0,2,3974,1987,1131,0
8147,0,1,549,549,104,0
8160,0,1,820,820,470,0
8169,0,2,2054,1027,822,0
8177,0,1,851,851,603,0
8183,0,4,11832,2958,2147,0
8192,0,2,2068,1034,512,0
8193,0,1,392,392,45,0
8201,0,1,589,589,206,0
8230,0,4,12844,3211,1847,0
8235,0,1,983,983,486,0
8249,0,1,678,678,373,0
8250,0,2,3916,1958,449,0
8254,0,1,814,814,696,0
8263,0,4,9120,2280,996,0
8267,0,2,3632,1816,894,0
8267,0,2,2368,1184,336,0
8289,0,2,3808,1904,904,0
8292,0,1,259,259,221,0
8301,0,1,923,923,212,0
8303,0,1,251,251,195,0
8306,0,1,954,954,194,0
8311,0,4,15368,3842,1223,0
8311,0,4,17156,4289,3003,0
8313,0,1,281,281,97,0
8333,0,1,388,388,290,0
8335,0,2,2368,1184,402,0
8340,0,1,932,932,796,0
8369,0,4,9000,2250,839,0
8381,0,1,365,365,224,0
8392,0,1,253,253,64,0
8393,0,1,483,483,177,0
8396,0,8,57136,8846,1378,0
8412,0,2,2606,1303,688,0
8444,0,4,19840,4960,4053,0
8448,0,2,3706,1853,1047,0
8450,0,1,706,706,486,0
8466,0,1,438,438,350,0
8470,0,1,982,982,270,0
8476,0,2,2890,1445,793,0
8480,0,2,3032,1516,811,0
8485,0,1,270,270,152,0
8489,0,2,3248,1624,1239,0
8490,0,2,3584,1792,1098,0
8494,0,1,831,831,420,0
8495,0,1,435,435,332,0
8521,0,2,3534,1767,370,0
8549,0,2,3094,1547,1230,0
8553,0,8,75312,9839,3383,0
8557,0,1,634,634,517,0
8557,0,2,3756,1878,1469,0
8563,0,1,759,759,595,0
8584,0,2,2136,1068,306,0
8595,0,2,3278,1639,594,0
8598,0,1,284,284,251,0
8612,0,2,2090,1045,125,0
8622,0,1,858,858,422,0
8638,0,8,75544,7679,4809,0
8640,0,2,2232,1116,172,0
8657,0,1,989,989,396,0
8675,0,4,9532,2383,578,0
8683,0,2,3928,1964,801,0
8702,0,2,3936,1968,682,0
8705,0,1,551,551,312,0
8737,0,1,239,239,180,0
8761,0,8,72432,9870,6443,0
8771,0,2,2352,1176,615,0
8797,0,1,690,690,402,0
8804,0,1,101,101,60,0
8816,0,2,3898,1949,1329,0
8825,0,2,3584,1792,1168,0
8841,0,1,556,556,280,0
8842,0,2,3354,1677,606,0
8849,0,1,198,198,47,0
8853,0,1,268,268,164,0
8873,0,1,795,795,266,0
8874,0,1,728,728,430,0
8875,0,2,3122,1561,290,0
8894,0,2,3362,1681,1120,0
8894,0,8,72376,8422,2276,0
8897,0,1,190,190,68,0
8899,0,1,941,941,340,0
8909,0,2,3900,1950,1478,0
8933,0,4,17156,4289,3560,0
8936,0,1,632,632,480,0
8940,0,1,851,851,221,0
8949,0,1,402,402,118,0
8957,0,1,219,219,151,0
8961,0,1,634,634,273,0
8966,0,2,2116,1058,867,0
8988,0,1,966,966,718,0
8992,0,4,15836,3959,1030,0
9001,0,4,19552,4888,2044,0
9002,0,1,930,930,565,0
9004,0,2,2706,1353,250,0
9010,0,2,2978,1489,1068,0
9022,0,1,692,692,141,0
9022,0,2,2868,1434,860,0
9023,0,4,10948,2737,1278,0
9036,0,2,2744,1372,524,0
9051,0,1,412,412,44,0
9071,0,4,10116,2529,440,0
9104,0,2,2188,1094,222,0
9108,0,2,2868,1434,770,0
9117,0,1,353,353,191,0
9121,0,2,2030,1015,531,0
9126,0,2,2570,1285,590,0
9139,0,1,104,104,86,0
9142,0,2,2170,1085,165,0
9150,0,1,795,795,597,0
9157,0,2,3044,1522,767,0
9158,0,2,2928,1464,663,0
9158,0,2,3892,1946,1320,0
9210,0,1,632,632,309,0
9222,0,2,3868,1934,1375,0
9243,0,4,13360,3340,2194,0
9255,0,1,447,447,241,0
9277,0,1,105,105,60,0
9287,0,1,189,189,162,0
9296,0,2,3022,1511,653,0
9299,0,1,201,201,171,0
9323,0,4,19500,4875,687,0
9336,0,2,2816,1408,993,0
9349,0,1,250,250,214,0
9359,0,1,512,512,318,0
9360,0,1,933,933,314,0
9361,0,2,2256,1128,315,0
9381,0,1,139,139,80,0
9382,0,2,2912,1456,878,0
9390,0,4,9048,2262,622,0
9393,0,1,936,936,339,0
9410,0,1,272,272,55,0
9410,0,2,3990,1995,1411,0
9414,0,2,2884,1442,407,0
9430,0,2,2650,1325,279,0
9432,0,8,79392,9528,3888,0
9440,0,4,16176,4044,3007,0
9473,0,4,13112,3278,450,0
9485,0,4,11048,2762,2325,0
9493,0,4,9580,2395,420,0
9496,0,2,2010,1005,241,0
9504,0,2,3700,1850,1333,0
9524,0,1,951,951,606,0
9552,0,2,3686,1843,546,0
9562,0,1,878,878,783,0
9575,0,1,906,906,425,0
9585,0,2,3620,1810,680,0
9589,0,2,3462,1731,1110,0
9590,0,2,3206,1603,219,0
9604,0,1,181,181,122,0
9609,0,2,2264,1132,561,0
9615,0,4,13188,3297,878,0
9617,0,1,662,662,443,0
9624,0,2,3686,1843,1246,0
9644,0,1,111,111,70,0
9653,0,2,3240,1620,695,0
9659,0,1,735,735,269,0
9661,0,2,3060,1530,250,0
9688,0,1,539,539,157,0
9692,0,1,288,288,222,0
9709,0,1,736,736,407,0
9709,0,1,304,304,227,0
9717,0,4,9104,2276,1377,0
9721,0,1,116,116,41,0
9748,0,1,692,692,72,0
9750,0,1,238,238,190,0
9756,0,4,11892,2973,1309,0
9757,0,1,855,855,351,0
9778,0,1,906,906,803,0
9783,0,1,439,439,240,0
9789,0,2,2212,1106,462,0
9799,0,1,304,304,189,0
9804,0,4,15524,3881,425,0
9809,0,1,170,170,58,0
9814,0,4,12664,3166,2248,0
9826,0,1,416,416,287,0
9831,0,1,294,294,40,0
9842,0,1,950,950,565,0
9849,0,2,2466,1233,325,0
9865,0,4,14700,3675,1177,0
9896,0,2,2148,1074,846,0
9899,0,2,3204,1602,1130,0
9908,0,1,230,230,31,0
9908,0,8,67344,9568,7331,0
9911,0,2,3040,1520,749,0
9915,0,1,673,673,394,0
9918,0,1,113,113,19,0
9922,0,1,481,481,300,0
9931,0,2,2342,1171,393,0
9936,0,4,12092,3023,2681,0
9945,0,1,639,639,115,0
9946,0,2,3626,1813,544,0
9955,0,1,614,614,120,0
9961,0,2,3596,1798,1242,0
9981,0,1,396,396,138,0
9986,0,4,18656,4664,3794,0
9994,0,1,124,124,97,0
9995,0,1,220,220,101,0
9996,0,2,3664,1832,693,0
